18			12619		9715		9715		9715		9715		12761		9715		9715		9715		9715		1		3		1		3		2		2		2		2		3		2		3		2		4		2		4		2		5		2		5		2
19			12761		9715		9715		9715		9715		12819		9715		9715		9715		9715		1		3		1		3		2		2		2		2		3		2		3		2		4		2		4		2		5		2		5		2
20			12819		9715		9715		9715		9715		12961		9715		9715		9715		9715		1		3		1		3		2		2		2		2		3		2		3		2		4		2		4		2		5		2		5		2
21			12961		9715		9715		9715		9715		13019		9715		9715		9715		9715		1		3		1		3		2		2		2		2		3		2		3		2		4		2		4		2		5		2		5		2
22			13019		9715		9715		9715		9715		13331		10431		9715		9715		9715		1		3		1		3		2		2		2		3		3		2		3		2		4		2		4		2		5		2		5		2
23			13331		10431		9715		9715		9715		13389		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
24			13389		10431		9715		9715		9715		13531		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
25			13531		10431		9715		9715		9715		13589		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
26			13589		10431		9715		9715		9715		13731		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
27			13731		10431		9715		9715		9715		13789		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
28			13789		10431		9715		9715		9715		13931		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
29			13931		10431		9715		9715		9715		13989		10431		9715		9715		9715		1		3		1		3		2		3		2		3		3		2		3		2		4		2		4		2		5		2		5		2
30			13989		10431		9715		9715		9715		14302		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		2		3		3		4		2		4		2		5		2		5		2
31			14302		10431		10431		9715		9715		14359		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
32			14359		10431		10431		9715		9715		14502		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
33			14502		10431		10431		9715		9715		14559		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
34			14559		10431		10431		9715		9715		14702		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
35			14702		10431		10431		9715		9715		14759		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
36			14759		10431		10431		9715		9715		14902		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
37			14902		10431		10431		9715		9715		14959		10431		10431		9715		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		2		5		2		5		2
38			14959		10431		10431		9715		9715		15272		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		2		4		3		5		2		5		2
39			15272		10431		10431		10431		9715		15330		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
40			15330		10431		10431		10431		9715		15472		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
41			15472		10431		10431		10431		9715		15530		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
42			15530		10431		10431		10431		9715		15672		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
43			15672		10431		10431		10431		9715		15730		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
44			15730		10431		10431		10431		9715		15872		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
45			15872		10431		10431		10431		9715		15930		10431		10431		10431		9715		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		2
46			15930		10431		10431		10431		9715		16243		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		2		5		3
47			16243		10431		10431		10431		10431		16300		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
48			16300		10431		10431		10431		10431		16443		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
49			16443		10431		10431		10431		10431		16500		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
50			16500		10431		10431		10431		10431		16643		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
51			16643		10431		10431		10431		10431		16700		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
52			16700		10431		10431		10431		10431		16843		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
53			16843		10431		10431		10431		10431		16900		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
54			16900		10431		10431		10431		10431		17213		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
55			17213		10431		10431		10431		10431		17271		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
56			17271		10431		10431		10431		10431		17413		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
57			17413		10431		10431		10431		10431		17471		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
58			17471		10431		10431		10431		10431		17613		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
59			17613		10431		10431		10431		10431		17671		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
60			17671		10431		10431		10431		10431		17813		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
61			17813		10431		10431		10431		10431		17871		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
62			17871		10431		10431		10431		10431		18183		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
63			18183		10431		10431		10431		10431		18241		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
64			18241		10431		10431		10431		10431		18383		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
65			18383		10431		10431		10431		10431		18441		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
66			18441		10431		10431		10431		10431		18583		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
67			18583		10431		10431		10431		10431		18641		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
68			18641		10431		10431		10431		10431		18783		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
69			18783		10431		10431		10431		10431		18841		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
70			18841		10431		10431		10431		10431		19154		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
71			19154		10431		10431		10431		10431		19211		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
72			19211		10431		10431		10431		10431		19354		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
73			19354		10431		10431		10431		10431		19411		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
74			19411		10431		10431		10431		10431		19554		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
75			19554		10431		10431		10431		10431		19611		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
76			19611		10431		10431		10431		10431		19754		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
77			19754		10431		10431		10431		10431		19811		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
78			19811		10431		10431		10431		10431		20124		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
79			20124		10431		10431		10431		10431		20182		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
80			20182		10431		10431		10431		10431		20324		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
81			20324		10431		10431		10431		10431		20382		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
82			20382		10431		10431		10431		10431		20524		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
83			20524		10431		10431		10431		10431		20582		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
84			20582		10431		10431		10431		10431		20724		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
85			20724		10431		10431		10431		10431		20782		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
86			20782		10431		10431		10431		10431		21095		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
87			21095		10431		10431		10431		10431		21152		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
88			21152		10431		10431		10431		10431		21295		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
89			21295		10431		10431		10431		10431		21352		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
90			21352		10431		10431		10431		10431		21495		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
91			21495		10431		10431		10431		10431		21552		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
92			21552		10431		10431		10431		10431		21695		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
93			21695		10431		10431		10431		10431		21752		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
94			21752		10431		10431		10431		10431		22065		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
95			22065		10431		10431		10431		10431		22123		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
96			22123		10431		10431		10431		10431		22265		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
97			22265		10431		10431		10431		10431		22323		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
98			22323		10431		10431		10431		10431		22465		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
99			22465		10431		10431		10431		10431		22523		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
100			22523		10431		10431		10431		10431		22665		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
101			22665		10431		10431		10431		10431		22723		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
102			22723		10431		10431		10431		10431		23035		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
103			23035		10431		10431		10431		10431		23093		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
104			23093		10431		10431		10431		10431		23235		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
105			23235		10431		10431		10431		10431		23293		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
106			23293		10431		10431		10431		10431		23435		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
107			23435		10431		10431		10431		10431		23493		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
108			23493		10431		10431		10431		10431		23635		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
109			23635		10431		10431		10431		10431		23693		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
110			23693		10431		10431		10431		10431		24006		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
111			24006		10431		10431		10431		10431		24063		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
112			24063		10431		10431		10431		10431		24206		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
113			24206		10431		10431		10431		10431		24263		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
114			24263		10431		10431		10431		10431		24406		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
115			24406		10431		10431		10431		10431		24463		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
116			24463		10431		10431		10431		10431		24606		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
117			24606		10431		10431		10431		10431		24663		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
118			24663		10431		10431		10431		10431		24976		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
119			24976		10431		10431		10431		10431		25034		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
120			25034		10431		10431		10431		10431		25176		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
121			25176		10431		10431		10431		10431		25234		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
122			25234		10431		10431		10431		10431		25376		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
123			25376		10431		10431		10431		10431		25434		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
124			25434		10431		10431		10431		10431		25576		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
125			25576		10431		10431		10431		10431		25634		10431		10431		10431		10431		1		3		1		3		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
126			25634		10431		10431		10431		10431		31617		10431		10431		10431		10431		1		3		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
127			31617		10431		10431		10431		10431		31674		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
128			31674		10431		10431		10431		10431		31817		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
129			31817		10431		10431		10431		10431		31874		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
130			31874		10431		10431		10431		10431		32017		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
131			32017		10431		10431		10431		10431		32074		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
132			32074		10431		10431		10431		10431		32217		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
133			32217		10431		10431		10431		10431		32274		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
134			32274		10431		10431		10431		10431		32587		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
135			32587		10431		10431		10431		10431		32645		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
136			32645		10431		10431		10431		10431		32787		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
137			32787		10431		10431		10431		10431		32845		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
138			32845		10431		10431		10431		10431		32987		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
139			32987		10431		10431		10431		10431		33045		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
140			33045		10431		10431		10431		10431		33187		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
141			33187		10431		10431		10431		10431		33245		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
142			33245		10431		10431		10431		10431		33557		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
143			33557		10431		10431		10431		10431		33615		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
144			33615		10431		10431		10431		10431		33757		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
145			33757		10431		10431		10431		10431		33815		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
146			33815		10431		10431		10431		10431		33957		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
147			33957		10431		10431		10431		10431		34015		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
148			34015		10431		10431		10431		10431		34157		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
149			34157		10431		10431		10431		10431		34215		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
150			34215		10431		10431		10431		10431		34528		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
151			34528		10431		10431		10431		10431		34585		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
152			34585		10431		10431		10431		10431		34728		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
153			34728		10431		10431		10431		10431		34785		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
154			34785		10431		10431		10431		10431		34928		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
155			34928		10431		10431		10431		10431		34985		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
156			34985		10431		10431		10431		10431		35128		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
157			35128		10431		10431		10431		10431		35185		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
158			35185		10431		10431		10431		10431		35498		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
159			35498		10431		10431		10431		10431		35556		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
160			35556		10431		10431		10431		10431		35698		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
161			35698		10431		10431		10431		10431		35756		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
162			35756		10431		10431		10431		10431		35898		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
163			35898		10431		10431		10431		10431		35956		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
164			35956		10431		10431		10431		10431		36098		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
165			36098		10431		10431		10431		10431		36156		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
166			36156		10431		10431		10431		10431		36469		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
167			36469		10431		10431		10431		10431		36526		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
168			36526		10431		10431		10431		10431		36669		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
169			36669		10431		10431		10431		10431		36726		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
170			36726		10431		10431		10431		10431		36869		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
171			36869		10431		10431		10431		10431		36926		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
172			36926		10431		10431		10431		10431		37069		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
173			37069		10431		10431		10431		10431		37126		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
174			37126		10431		10431		10431		10431		37439		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
175			37439		10431		10431		10431		10431		37497		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
176			37497		10431		10431		10431		10431		37639		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
177			37639		10431		10431		10431		10431		37697		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
178			37697		10431		10431		10431		10431		37839		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
179			37839		10431		10431		10431		10431		37897		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
180			37897		10431		10431		10431		10431		38039		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
181			38039		10431		10431		10431		10431		38097		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
182			38097		10431		10431		10431		10431		38409		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
183			38409		10431		10431		10431		10431		38467		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
184			38467		10431		10431		10431		10431		38609		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
185			38609		10431		10431		10431		10431		38667		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
186			38667		10431		10431		10431		10431		38809		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
187			38809		10431		10431		10431		10431		38867		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
188			38867		10431		10431		10431		10431		39009		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
189			39009		10431		10431		10431		10431		39067		10431		10431		10431		10431		1		4		1		4		2		3		2		3		3		3		3		3		4		3		4		3		5		3		5		3
190			39067		10431		10431		10431		10431		39663		15817		10431		10431		10431		1		4		1		4		2		3		2		4		3		3		3		3		4		3		4		3		5		3		5		3
191			39663		15817		10431		10431		10431		39721		15817		10431		10431		10431		1		4		1		4		2		4		2		4		3		3		3		3		4		3		4		3		5		3		5		3
192			39721		15817		10431		10431		10431		39863		15817		10431		10431		10431		1		4		1		4		2		4		2		4		3		3		3		3		4		3		4		3		5		3		5		3
193			39863		15817		10431		10431		10431		39921		15817		10431		10431		10431		1		4		1		4		2		4		2		4		3		3		3		3		4		3		4		3		5		3		5		3
194			39921		15817		10431		10431		10431		40063		15817		10431		10431		10431		1		4		1		4		2		4		2		4		3		3		3		3		4		3		4		3		5		3		5		3
